regn,regn_cbr,is_dead,death_date,closure_type,reason_text,reason_banki,reorg_info
2101,2101,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
2236,2236,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
347,347,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1103,1103,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
298,298,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1854,1854,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
954,954,True,,voluntary,,решение о ликвидации,
531,531,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
590,590,True,,revocation,,отзыв лицензии,
1090,1090,True,,revocation,Закрыто налоговой службой из-за отсутствия признаков деятельности,отзыв лицензии,-1.0
723,723,True,,voluntary,,решение о ликвидации,
2958,2958,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
3087,3087,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2641,2641,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
1753,1753,True,,revocation,,отзыв лицензии,
849,849,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1223,1223,True,,revocation,,отзыв лицензии,
2788,2788,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
1772,1772,True,,revocation,,отзыв лицензии,
2578,2578,True,,revocation,,отзыв лицензии,
611,611,True,,reorganisation,,решение о ликвидации,1.0
1397,1397,True,,revocation,,отзыв лицензии,
